Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
28/1/2007,6:02:00,2.63,0.338,243.59,10.8,0,2,0.0
3/3/07,8:02:00,0.226,0,244.08,1,0,0,0.0
8/3/07,2:49:00,1.404,0.066,240.49,5.8,0,0,18.0
28/5/2007,13:37:00,1.39,0,234.12,5.8,0,0,16.0
28/6/2007,14:00:00,0.222,0.108,237.02,1,0,2,0.0
29/5/2007,13:14:00,0.298,0.07,237.55,1.2,0,0,0.0
15/3/2007,0:16:00,0.782,0,242.14,3.2,0,0,0.0
13/2/2007,10:04:00,0.386,0.104,239.08,1.6,0,0,0.0
29/4/2007,0:29:00,?,?,?,?,?,?,
20/5/2007,1:49:00,0.294,0.056,236.69,1.2,0,0,0.0
27/4/2007,13:04:00,0.478,0.206,236.06,2.2,0,0,0.0
30/5/2007,12:58:00,1.588,0.314,232.35,6.8,0,0,16.0
19/2/2007,11:31:00,1.464,0.084,236.96,6.2,0,0,17.0
9/3/07,1:47:00,0.308,0.09,242.75,1.4,0,1,0.0
26/2/2007,3:32:00,0.29,0.09,240.32,1.2,0,0,0.0
15/6/2007,13:08:00,0.186,0.11,241.8,0.8,0,0,0.0
21/4/2007,9:59:00,1.236,0.094,236.68,5.2,0,1,17.0
11/2/07,8:31:00,3.346,0.232,238.72,14,0,1,0.0
9/5/07,13:30:00,4.368,0,231.59,18.8,0,70,0.0
25/4/2007,6:03:00,0.202,0.088,234.26,1,0,0,0.0
11/6/07,23:29:00,0.762,0,242.68,3.4,0,0,0.0
14/4/2007,9:37:00,0.308,0.112,239.08,1.4,0,0,0.0
9/5/07,23:41:00,0.306,0.244,239.41,1.6,0,2,0.0
8/3/07,12:24:00,0.31,0.072,239.93,1.4,0,1,0.0
31/5/2007,23:21:00,0.364,0.102,239.08,1.6,0,0,0.0
14/3/2007,16:31:00,0.232,0,244.88,1,0,0,0.0
5/5/07,19:32:00,3.316,0.51,233.77,14.4,0,0,17.0
17/3/2007,17:27:00,4.288,0.156,236.18,18,38,2,17.0
12/1/07,21:21:00,1.266,0.174,238.19,5.2,0,0,0.0
12/2/07,20:11:00,1.87,0.186,236.77,7.8,0,1,0.0
30/4/2007,4:26:00,?,?,?,?,?,?,
4/6/07,16:16:00,0.434,0.328,237.57,2.2,0,1,0.0
5/1/07,21:15:00,1.912,0.14,236.05,8,1,0,17.0
22/3/2007,13:56:00,0.334,0.096,243.75,1.4,0,0,0.0
5/1/07,18:20:00,2.59,0.096,234,11,0,0,17.0
18/1/2007,0:59:00,1.368,0.11,241.53,5.6,0,1,17.0
28/3/2007,9:16:00,1.302,0,238.2,5.4,1,0,17.0
2/4/07,12:57:00,1.342,0.078,238.19,5.6,0,0,17.0
18/5/2007,15:14:00,1.27,0.078,236.48,5.4,0,0,17.0
17/1/2007,10:28:00,3.648,0,238.13,15.2,2,37,17.0
30/1/2007,21:50:00,0.848,0.076,237.72,3.6,1,0,0.0
13/4/2007,3:11:00,0.286,0.102,239.65,1.2,0,1,0.0
7/1/07,5:09:00,0.25,0.054,244.73,1.2,0,0,0.0
27/4/2007,16:54:00,0.404,0.114,236.36,1.8,0,0,0.0
24/2/2007,3:53:00,1.386,0.084,241.7,5.6,0,0,18.0
17/6/2007,3:06:00,0.442,0.362,242.18,2.2,1,2,0.0
14/3/2007,11:12:00,0.31,0.11,240.93,1.4,0,2,0.0
5/2/07,21:59:00,1.028,0.192,240.24,4.4,0,0,0.0
30/5/2007,21:28:00,3.804,0.25,234.35,16.6,30,2,0.0
25/3/2007,6:21:00,3.08,0.08,241.56,12.6,0,0,0.0
9/2/07,10:41:00,1.4,0.128,241.34,5.8,0,0,17.0
27/2/2007,5:39:00,0.312,0.116,239.67,1.4,0,0,0.0
11/4/07,6:30:00,0.406,0.244,241.77,2,0,1,0.0
21/3/2007,9:21:00,1.354,0.07,239.41,5.6,0,0,18.0
13/2/2007,13:39:00,0.322,0.094,245.09,1.4,0,0,0.0
5/6/07,20:32:00,1.636,0.264,234.1,7,1,0,17.0
27/6/2007,8:44:00,1.236,0,238.45,5.2,0,1,18.0
6/5/07,10:44:00,0.382,0.074,234.5,2,0,0,0.0
15/1/2007,12:38:00,1.5,0.232,241.54,6.2,0,0,18.0
20/5/2007,15:09:00,0.504,0.092,239.7,2,0,0,0.0
2/6/07,8:14:00,0.382,0.088,235.73,1.6,0,0,0.0
9/5/07,5:51:00,0.284,0.198,235.5,1.4,0,0,0.0
6/6/07,2:54:00,0.348,0.194,236.53,1.6,0,1,0.0
6/2/07,23:40:00,0.406,0.266,247.51,2,0,0,0.0
10/4/07,9:30:00,0.326,0.122,241.9,1.4,0,0,0.0
28/4/2007,20:13:00,?,?,?,?,?,?,
23/3/2007,12:53:00,0.318,0.126,244.29,1.4,0,0,0.0
21/3/2007,5:24:00,0.438,0.254,245.86,2,0,2,0.0
8/3/07,15:04:00,1.232,0.514,241.42,6.6,0,1,0.0
25/6/2007,11:01:00,0.196,0.084,238.64,0.8,0,2,0.0
19/4/2007,4:48:00,0.398,0.118,238.96,1.6,0,0,0.0
11/1/07,16:24:00,1.738,0.16,243.35,7,0,1,18.0
14/6/2007,1:44:00,0.2,0.112,241.19,1,0,0,0.0
11/6/07,3:04:00,0.222,0.104,241.44,1,0,0,0.0
6/6/07,16:22:00,0.564,0.08,236.95,2.4,0,1,0.0
1/1/07,6:49:00,2.534,0.224,240.07,10.6,0,0,0.0
1/4/07,12:53:00,1.386,0,240.51,5.8,0,0,18.0
24/2/2007,7:12:00,0.316,0.124,240.92,1.4,0,0,0.0
22/6/2007,20:51:00,0.194,0.12,241.6,1,0,1,0.0
3/2/07,19:58:00,4.762,0.42,232.4,20.8,29,1,16.0
17/6/2007,5:33:00,0.104,0,243.44,0.4,0,0,0.0
22/5/2007,4:03:00,0.358,0.16,235.92,1.6,0,1,0.0
20/4/2007,2:46:00,0.22,0.128,239.08,1,0,0,0.0
8/2/07,5:05:00,0.546,0,243.66,2.2,0,0,0.0
16/2/2007,14:44:00,0.37,0.156,244.65,1.6,0,0,0.0
23/4/2007,23:31:00,0.166,0,236.56,0.8,0,0,0.0
23/3/2007,8:35:00,1.346,0.066,239.14,5.6,0,0,17.0
16/3/2007,3:45:00,0.69,0,240.63,2.8,0,0,0.0
7/6/07,8:08:00,1.404,0.176,232.93,6,0,0,17.0
20/6/2007,20:59:00,2.202,0.52,239.95,9.4,1,1,18.0
11/5/07,3:26:00,0.112,0,237.22,0.6,0,0,0.0
22/6/2007,11:30:00,0.34,0.286,238.48,2,0,1,0.0
12/4/07,4:16:00,0.216,0,240.52,0.8,0,0,0.0
8/2/07,17:37:00,1.676,0.104,240.62,6.8,0,0,18.0
4/6/07,7:50:00,3.754,0.064,230.3,16.2,0,0,16.0
21/4/2007,21:17:00,2.602,0.328,232.86,11.2,0,2,17.0
1/4/07,2:20:00,1.71,0.078,242.49,7,0,0,18.0
12/3/07,11:36:00,1.858,0,237.97,7.8,0,0,18.0
18/6/2007,12:36:00,0.21,0.134,240.31,1,0,0,0.0
4/4/07,21:55:00,3.272,0.218,239.68,13.6,2,2,18.0
8/1/07,20:19:00,3.234,0.208,237.9,13.6,0,0,17.0
25/1/2007,11:38:00,0.398,0.238,242.04,1.8,0,0,0.0
4/1/07,11:34:00,1.968,0.172,242.76,8.2,0,0,18.0
31/5/2007,3:07:00,0.302,0.064,235.72,1.2,0,0,0.0
12/6/07,10:15:00,1.342,0,236.36,5.8,0,0,17.0
15/2/2007,23:12:00,1.676,0.208,243.76,7,0,1,19.0
14/4/2007,8:09:00,0.312,0.122,241.38,1.4,0,0,0.0
15/5/2007,16:04:00,0.28,0,236.86,1.2,0,0,0.0
26/6/2007,20:11:00,0.484,0,243.87,2,0,0,0.0
4/2/07,18:42:00,2.258,0.074,237.1,9.4,0,0,18.0
6/5/07,2:11:00,0.216,0.102,236.18,1,0,0,0.0
20/3/2007,9:00:00,2.354,0.08,235.75,10,0,0,17.0
21/3/2007,4:24:00,0.316,0.088,244.86,1.4,0,0,0.0
17/5/2007,3:07:00,0.394,0.2,236.81,1.8,0,0,0.0
8/6/07,5:01:00,0.174,0.054,236.11,0.8,0,0,0.0
22/3/2007,11:13:00,1.338,0,237.72,5.6,0,0,17.0
21/4/2007,23:58:00,0.376,0.326,240.75,2.2,0,1,0.0
16/1/2007,10:58:00,0.502,0.228,237.8,2.4,0,0,0.0
13/3/2007,9:43:00,0.302,0.104,241.56,1.2,0,2,0.0
12/1/07,16:04:00,0.26,0.074,245.56,1.2,0,0,0.0
1/3/07,19:46:00,0.306,0.112,238.26,1.4,0,0,0.0
22/3/2007,10:49:00,1.284,0.062,239.33,5.4,0,0,17.0
7/2/07,9:08:00,1.368,0,240.82,5.6,1,0,18.0
29/4/2007,18:18:00,?,?,?,?,?,?,
3/1/07,1:25:00,1.484,0.07,243.89,6,0,1,0.0
21/2/2007,13:52:00,0.434,0.256,242.53,2,0,1,0.0
6/5/07,10:11:00,0.41,0.092,233.97,2,0,0,0.0
13/4/2007,17:39:00,0.466,0.338,239.63,2.4,0,1,0.0
2/6/07,19:47:00,6.026,0.702,229.14,26.8,50,2,17.0
15/6/2007,1:09:00,0.158,0.106,242.72,0.8,0,2,0.0
26/4/2007,19:14:00,1.292,0.1,235.84,5.4,0,0,17.0
1/4/07,0:15:00,4.458,0.196,237.99,18.6,38,1,18.0
4/4/07,4:18:00,0.216,0,241.73,1,0,0,0.0
2/5/07,9:41:00,0.192,0.094,232.35,0.8,0,1,0.0
28/1/2007,2:44:00,0.23,0,244.61,1,0,0,0.0
3/4/07,0:20:00,0.32,0.108,241.53,1.4,0,0,0.0
26/4/2007,7:19:00,0.674,0,233.29,2.8,0,0,0.0
30/5/2007,9:09:00,1.208,0.052,231.85,5.2,0,0,16.0
23/1/2007,17:32:00,2.87,0.128,241.72,11.8,0,0,18.0
1/4/07,4:59:00,0.23,0,244.83,1,0,0,0.0
22/6/2007,17:13:00,0.262,0.23,243.08,1.4,0,2,0.0
14/3/2007,23:32:00,0.864,0,245.69,3.4,0,0,0.0
21/3/2007,10:56:00,1.422,0.178,237.93,6,0,0,18.0
11/3/07,14:16:00,1.488,0.184,242.71,6.2,0,1,18.0
22/4/2007,1:58:00,0.24,0.134,240.73,1.2,0,0,0.0
13/6/2007,19:14:00,0.964,0.142,236.99,4.2,0,0,0.0
23/3/2007,1:05:00,1.41,0.094,244.18,5.8,0,0,19.0
6/2/07,3:34:00,0.33,0.114,244.95,1.4,0,0,0.0
21/5/2007,22:36:00,1.504,0.24,236.15,6.4,0,2,17.0
17/1/2007,12:39:00,1.78,0.224,242.38,7.4,0,0,18.0
24/4/2007,20:59:00,4.34,0.142,229.64,18.8,35,2,17.0
23/6/2007,3:39:00,0.12,0,240.47,0.6,0,0,0.0
30/5/2007,23:42:00,0.38,0.176,239.3,1.6,0,0,0.0
24/5/2007,1:25:00,0.298,0.07,238.8,1.2,0,1,0.0
24/1/2007,9:46:00,3.484,0,237.37,14.6,2,36,18.0
28/5/2007,13:28:00,1.39,0,233.33,5.8,0,0,16.0
8/2/07,19:32:00,4.606,0.324,237.59,19.6,38,0,0.0
9/1/07,22:57:00,2.34,0.078,245.27,10,0,28,0.0
31/3/2007,1:42:00,0.31,0,242.73,1.4,0,0,0.0
5/2/07,14:31:00,1.494,0.098,242.95,6.2,0,0,19.0
3/3/07,23:36:00,0.296,0.1,239.53,1.2,0,2,0.0
17/1/2007,3:34:00,0.21,0,242.51,0.8,0,0,0.0
9/4/07,2:26:00,0.29,0.094,241.97,1.2,0,0,0.0
14/5/2007,0:17:00,0.3,0.132,239.08,1.4,0,0,0.0
21/1/2007,18:34:00,3.262,0.194,236.32,13.8,0,2,17.0
15/5/2007,23:33:00,1.352,0,239.54,5.6,0,0,18.0
23/4/2007,2:41:00,0.288,0,242.88,1.6,0,0,0.0
15/4/2007,8:23:00,0.304,0.112,242.24,1.4,0,2,0.0
11/1/07,4:13:00,0.3,0.12,244.06,1.4,0,0,0.0
6/1/07,1:10:00,0.336,0.176,241.53,1.6,0,0,0.0
5/2/07,17:01:00,0.536,0,243.77,2.2,0,0,0.0
3/6/07,3:38:00,0.318,0.082,236.35,1.4,0,0,0.0
12/5/07,0:13:00,0.15,0,235.14,0.6,0,0,0.0
16/4/2007,13:02:00,0.328,0.168,240.88,1.6,0,0,0.0
25/6/2007,20:23:00,0.296,0.114,242,1.4,0,1,0.0
27/4/2007,20:09:00,0.22,0.11,235.5,1,0,0,0.0
5/4/07,6:26:00,0.398,0.218,243.53,1.8,0,0,0.0
4/5/07,3:44:00,0.188,0.094,238.67,0.8,0,2,0.0
10/1/07,11:12:00,2.274,0.156,239,10.2,0,8,17.0
14/2/2007,12:15:00,1.68,0.186,242.46,7,0,1,18.0
24/1/2007,8:18:00,4.222,0.048,236.28,17.8,0,0,18.0
24/1/2007,19:36:00,1.782,0.26,237.16,7.6,0,0,0.0
3/3/07,18:35:00,0.306,0.114,239.18,1.4,0,0,0.0
28/4/2007,16:56:00,?,?,?,?,?,?,
15/1/2007,8:26:00,3.03,0.194,237.28,12.8,0,0,17.0
28/1/2007,22:11:00,1.192,0,239.55,5,0,0,0.0
2/1/07,18:34:00,2.042,0,240.04,8.4,0,0,17.0
9/4/07,10:40:00,0.304,0.104,236.99,1.4,0,0,0.0
4/4/07,0:57:00,0.218,0,243.26,1,0,0,0.0
12/4/07,6:41:00,0.396,0.236,240.43,1.8,0,1,0.0
24/5/2007,2:08:00,0.206,0.052,235.5,0.8,0,0,0.0
26/6/2007,22:05:00,1.872,0.362,237.93,8.4,0,1,2.0
4/3/07,5:37:00,0.22,0,242.89,1,0,0,0.0
31/3/2007,22:02:00,3.038,0.234,237.24,12.8,0,3,17.0
16/3/2007,11:09:00,0.228,0,241.86,1,0,0,0.0
18/3/2007,5:42:00,0.322,0.104,245.68,1.4,0,0,0.0
3/1/07,7:22:00,0.238,0,242.08,1,0,0,0.0
16/3/2007,11:25:00,0.318,0.104,238.35,1.4,0,0,0.0
5/2/07,22:01:00,1.606,0.192,240.69,6.6,0,0,0.0
1/1/07,20:40:00,0.36,0,238.48,1.4,0,0,0.0
17/1/2007,9:54:00,2.09,0.184,239.6,8.6,2,0,17.0
5/3/07,19:36:00,5.86,0.22,233.39,25,37,35,0.0
28/3/2007,15:48:00,1.646,0,243.44,6.8,0,1,18.0
3/3/07,21:24:00,1.456,0.22,239.17,6,0,1,18.0
3/6/07,9:54:00,3.5,0.072,229.19,15.4,0,31,16.0
5/6/07,18:18:00,0.286,0,237.06,1.2,0,0,0.0
6/3/07,4:45:00,0.31,0.094,242.46,1.4,0,0,0.0
29/5/2007,8:01:00,1.296,0.048,234.27,5.4,0,2,17.0
17/2/2007,6:54:00,0.358,0.192,247.07,1.6,0,0,0.0
20/1/2007,22:34:00,1.254,0.336,239.19,5.4,0,1,0.0
29/6/2007,10:39:00,0.674,0.194,237.03,3.8,0,0,0.0
18/3/2007,5:43:00,0.31,0.11,245.14,1.4,0,0,0.0
19/1/2007,23:42:00,0.872,0.068,240.14,3.6,0,0,0.0
28/2/2007,10:40:00,0.314,0.122,240.66,1.4,0,0,0.0
28/5/2007,11:09:00,1.304,0,230.62,5.6,0,2,16.0
22/2/2007,2:47:00,2.314,0,242.01,9.4,0,0,0.0
19/2/2007,20:20:00,4.744,0.086,233.79,20.2,0,34,17.0
20/3/2007,11:46:00,1.824,0.248,237.13,7.8,0,0,18.0
16/4/2007,3:55:00,0.224,0.142,242.06,1,0,0,0.0
13/2/2007,2:23:00,0.222,0,243.76,1,0,0,0.0
2/2/07,8:25:00,1.356,0.074,240.22,5.6,0,0,18.0
6/4/07,0:41:00,1.436,0.078,243.08,5.8,0,1,18.0
13/1/2007,5:06:00,0.216,0,243.5,1,0,0,0.0
9/3/07,16:01:00,0.42,0.124,242.13,1.8,0,0,0.0
11/4/07,10:25:00,1.596,0,240.03,6.6,0,0,18.0
21/6/2007,10:03:00,0.254,0.214,239.49,1.4,0,1,0.0
12/1/07,20:58:00,2.5,0.516,240.33,10.6,0,1,18.0
27/5/2007,5:56:00,0.622,0.06,238.85,2.6,0,0,0.0
11/6/07,0:24:00,0.44,0.262,241.93,2,0,1,0.0
22/2/2007,21:03:00,6.284,0.08,229.42,28,21,29,16.0
4/1/07,16:58:00,4.318,0.496,235.02,18.6,0,19,17.0
10/2/07,14:12:00,1.48,0.124,239.93,6.2,1,0,18.0
9/1/07,10:20:00,1.334,0.1,238.98,5.6,0,0,17.0
6/4/07,2:19:00,0.268,0,242.9,1.2,0,0,0.0
